Dataset,Precision,Recall,F1 Score
converted_water.csv,0.47560975609756095,0.5131578947368421,0.4936708860759494
normalized_water.csv,0.4957627118644068,0.5131578947368421,0.5043103448275862
features_water.csv,0.49795918367346936,0.5350877192982456,0.5158562367864693
selected_feature_water.csv,0.5232067510548524,0.543859649122807,0.5333333333333333
selected_converted_water.csv,0.521551724137931,0.5307017543859649,0.5260869565217391
